Frame,GT_X(m),GT_Y(m),Meas_X(m),Meas_Y(m),Filt_X(m),Filt_Y(m),NIS
199,54.5669,80.8174,54.1308,80.8084,54.1312,80.8061,3.6900
200,54.4414,80.5941,54.5934,80.7628,54.4338,80.6975,36.4810
201,54.3218,80.3676,54.3636,80.1091,54.3374,80.1984,10.0678
202,54.2084,80.1380,54.1905,80.1308,54.2728,80.2112,38.5647
203,54.1012,79.9055,54.2504,80.0774,54.1769,79.9882,14.4520
204,54.0002,79.6702,54.1028,79.4458,54.0980,79.4696,46.6228
205,53.9055,79.4323,53.9807,79.4148,53.9463,79.3757,12.7543
206,53.8172,79.1921,53.4150,79.1481,53.4846,79.1563,6.0692
207,53.7354,78.9496,53.7942,78.8924,53.6685,78.8305,18.7914
208,53.6600,78.7050,53.6816,78.1494,53.7462,78.3350,41.9872
209,53.5912,78.4585,53.5753,78.2540,53.5824,78.2278,1.4083
210,53.5290,78.2103,53.3567,78.6667,53.3366,78.4638,23.8995
211,53.4735,77.9606,53.6148,77.4832,53.5302,77.6093,31.2455
212,53.4246,77.7095,53.4752,77.5356,53.4447,77.4546,7.4016
213,53.3825,77.4571,53.6993,77.6700,53.6931,77.6021,44.0782
214,53.3471,77.2038,53.0985,77.4991,53.1793,77.4428,22.7666
215,53.3184,76.9497,53.1557,77.0107,53.1612,77.0415,19.6202
216,53.2966,76.6948,53.0688,76.7413,53.1160,76.7680,36.1760
217,53.2816,76.4396,53.0023,76.3818,53.0417,76.4647,6.6151
218,53.2733,76.1840,53.4164,76.0318,53.3570,76.0680,17.4705
219,53.2719,75.9283,53.5558,76.0394,53.4643,75.9242,12.1664
220,53.2773,75.6727,53.1901,76.0437,53.1799,75.8736,36.6082
221,53.2896,75.4173,53.2046,75.6287,53.1555,75.5586,17.5869
222,53.3086,75.1624,53.4074,75.2974,53.3506,75.2809,5.4870
223,53.3344,74.9080,53.3910,74.9840,53.4359,75.0737,16.6790
224,53.3670,74.6545,53.6675,74.6427,53.6702,74.7346,11.9673
225,53.4063,74.4019,53.7185,74.4431,53.7239,74.4249,31.1909
226,53.4524,74.1505,53.4625,73.6933,53.5382,73.8762,51.6694
227,53.5051,73.9004,53.3176,73.8948,53.3168,73.8026,9.7246
228,53.5645,73.6519,53.3222,73.5290,53.2867,73.4938,3.0737
229,53.6305,73.4050,53.9940,73.7784,53.8943,73.6900,38.1828
230,53.7030,73.1600,53.7484,73.1722,53.7578,73.2003,6.2106
231,53.7820,72.9171,53.7113,72.8142,53.6430,72.7304,31.7079
232,53.8674,72.6765,53.7863,72.6532,53.7813,72.6103,9.2485
233,53.9592,72.4383,53.9007,72.5764,53.8712,72.4777,23.6542
234,54.0572,72.2029,54.1906,72.2354,54.0673,72.1092,51.3911
235,54.1615,71.9702,54.2022,71.8542,54.2315,71.9213,21.8827
236,54.2718,71.7404,54.2816,72.0504,54.3130,72.0258,27.3845
237,54.3883,71.5138,54.8909,71.2580,54.7909,71.3740,34.8269
238,54.5106,71.2904,54.6632,71.5672,54.6692,71.4300,12.4855
239,54.6388,71.0705,54.5594,70.6333,54.6767,70.8295,27.9270
240,54.7728,70.8541,54.5596,71.0554,54.6043,70.9897,30.6891
241,54.9125,70.6414,55.0990,70.6842,55.0033,70.6812,14.6615
242,55.0578,70.4327,55.2218,70.7371,55.2076,70.6457,23.1326
243,55.2085,70.2279,55.1277,70.5913,55.1789,70.5545,8.7413
244,55.3646,70.0273,55.2679,69.9736,55.3118,70.0640,19.2231
245,55.5259,69.8309,55.4142,69.7103,55.5130,69.8127,28.9121
246,55.6923,69.6390,55.5677,69.5773,55.7272,69.6927,70.1178
247,55.8638,69.4517,55.9643,69.2967,55.9247,69.3117,3.4600
248,56.0401,69.2690,56.2948,68.9942,56.2703,68.9946,18.6484
249,56.2212,69.0912,56.2620,69.3412,56.3270,69.2227,29.8363
250,56.4070,68.9183,56.4157,69.1149,56.4737,69.1539,26.3176
251,56.5972,68.7504,56.7752,68.7356,56.7121,68.7145,26.8118
252,56.7918,68.5877,56.9125,68.0952,56.9128,68.1914,8.5083
253,56.9906,68.4303,56.9189,68.4590,57.0557,68.4256,48.2168
254,57.1936,68.2783,56.8732,68.4875,56.9424,68.4408,10.5856
255,57.4004,68.1318,57.4869,68.5085,57.4002,68.3965,31.9961
256,57.6110,67.9909,57.6418,68.2385,57.6221,68.2195,0.6690
257,57.8253,67.8557,57.6096,67.9758,57.6356,67.9676,4.4150
258,58.0431,67.7262,57.9646,67.5695,58.1110,67.7822,117.7993
259,58.2642,67.6026,58.6498,67.4274,58.5504,67.4260,10.1415
260,58.4884,67.4850,58.4909,67.4107,58.5066,67.3367,7.9423
261,58.7157,67.3734,58.6162,67.1744,58.7208,67.2434,25.4113
262,58.9456,67.2674,58.7473,66.7266,58.8011,66.8130,5.2525
263,59.1779,67.1668,59.4277,66.8431,59.3275,66.7482,16.9610
264,59.4123,67.0715,59.2494,67.0143,59.3441,66.9283,21.2148
265,59.6487,66.9813,59.6616,66.9390,59.6434,66.8951,2.3761
266,59.8869,66.8958,59.7884,66.9164,59.8581,66.9035,10.8965
267,60.1266,66.8150,60.1708,66.4324,60.2559,66.5772,29.2148
268,60.3677,66.7386,60.2888,66.2917,60.5329,66.4718,108.4027
269,60.6100,66.6663,60.5456,66.7531,60.6882,66.7315,39.0509
270,60.8535,66.5981,60.7270,66.7378,60.6791,66.6315,28.5384
271,61.0980,66.5337,61.1052,66.6349,61.0934,66.5988,11.0060
272,61.3434,66.4729,61.5137,66.6060,61.5625,66.5966,44.9660
273,61.5896,66.4156,61.3385,66.7750,61.4606,66.7238,19.3100
274,61.8365,66.3617,61.8784,66.5041,61.9583,66.5990,29.4620
275,62.0841,66.3108,62.0434,66.2448,62.0725,66.2897,5.8772
276,62.3322,66.2630,62.4933,66.4194,62.4869,66.3514,25.8962
277,62.5808,66.2181,62.6965,66.0611,62.7992,66.1497,20.8190
278,62.8299,66.1759,62.7461,66.2977,62.7458,66.1950,20.1794
279,63.0794,66.1362,63.1111,66.4442,63.0609,66.3586,20.4544
280,63.3293,66.0991,63.4209,66.6224,63.4642,66.5920,28.8607
281,63.5794,66.0643,63.4883,65.4947,63.6073,65.7698,46.7820
282,63.8299,66.0317,63.4424,66.1318,63.4787,65.9912,28.3562
283,64.0806,66.0012,63.8622,66.3347,63.6621,66.1481,94.5713
284,64.3315,65.9728,64.0243,66.1445,64.0287,66.1077,60.2968
285,64.5826,65.9462,64.4507,65.9930,64.4538,66.0034,13.8761
286,64.8338,65.9215,64.9345,66.0557,64.8812,66.0193,3.7771
287,65.0852,65.8986,65.0698,65.9373,65.0075,65.9197,44.3822
288,65.3368,65.8772,64.9483,66.1732,65.0320,66.1131,9.7204
289,65.5884,65.8575,65.6053,65.9810,65.4638,65.9548,24.6289
290,65.8402,65.8392,65.7953,65.9783,65.8565,66.0055,22.4300
291,66.0931,65.8251,66.3308,65.9044,66.2021,65.8712,25.7859
292,66.3470,65.8150,66.3996,65.6542,66.3940,65.6692,16.7836
293,66.6019,65.8086,66.6725,65.6851,66.6924,65.6737,0.9186
294,66.8577,65.8060,66.9019,65.9928,66.8976,65.9053,8.5220
295,67.1142,65.8068,67.0460,66.0604,66.9344,65.9617,50.1038
296,67.3714,65.8109,67.4374,65.6704,67.3291,65.6911,24.9159
297,67.6293,65.8183,67.9130,65.5462,67.7760,65.5247,31.4565
298,67.8878,65.8287,67.7543,65.5720,67.7838,65.5414,7.0043
299,68.1468,65.8419,68.1274,65.8187,68.1245,65.7504,3.8347
300,68.4064,65.8580,68.2384,66.4966,68.2348,66.2995,28.5143
301,68.6663,65.8767,68.7515,66.0065,68.5886,66.0098,93.7895
302,68.9267,65.8979,69.1150,65.7622,69.1509,65.8312,39.3653
303,69.1875,65.9215,69.1756,66.0610,69.2052,66.0097,16.8481
304,69.4486,65.9474,69.4296,65.8319,69.4687,65.8949,22.4575
305,69.7101,65.9755,69.8663,65.6763,69.9059,65.7459,8.9871
306,69.9718,66.0057,69.5503,65.8124,69.6519,65.8034,30.4905
307,70.2339,66.0378,70.3806,66.4019,70.3274,66.2606,25.4858
308,70.4962,66.0719,70.3451,66.2311,70.4428,66.2602,8.9689
309,70.7587,66.1078,70.7981,66.1213,70.8431,66.1851,23.7941
310,71.0215,66.1454,70.7931,65.9669,70.8308,66.0106,19.1994
311,71.2844,66.1846,71.0892,65.8416,71.1199,65.8936,3.1781
312,71.5476,66.2254,71.5677,66.6161,71.6216,66.4597,44.2512
313,71.8110,66.2677,71.8171,66.0486,71.8593,66.1565,13.4605
314,72.0745,66.3114,72.4576,66.1863,72.3423,66.1796,30.2042
315,72.3382,66.3565,72.6325,65.5537,72.6394,65.7092,14.1401
316,72.6021,66.4028,72.5191,66.4986,72.5716,66.3084,30.7430
317,72.8661,66.4504,72.9227,66.4709,72.9594,66.4476,7.6659
318,73.1303,66.4991,72.9780,66.6444,72.9809,66.6032,10.5417
319,73.3946,66.5490,73.4795,66.5263,73.4917,66.5672,7.9637
320,73.6590,66.5999,73.7618,66.6857,73.7767,66.6656,14.6679
321,73.9236,66.6518,73.8173,67.1055,73.9082,67.0223,12.9322
322,74.1883,66.7047,74.2302,66.6152,74.1814,66.7275,21.2278
323,74.4531,66.7585,74.4771,66.7580,74.4568,66.7600,4.8414
324,74.7181,66.8132,74.9845,66.7359,74.9701,66.7653,23.2220
325,74.9831,66.8687,74.7818,66.4071,74.8489,66.5010,25.8705
326,75.2483,66.9250,75.0761,67.0884,75.0537,66.9545,16.0749
327,75.5135,66.9821,75.5790,66.8776,75.5157,66.9127,6.2837
328,75.7789,67.0398,75.8438,66.8349,75.8440,66.8668,8.4081
329,76.0443,67.0983,76.6585,67.2132,76.5353,67.1472,20.1565
330,76.3099,67.1574,76.2457,67.3347,76.2857,67.3136,69.2772
331,76.5755,67.2172,76.3690,67.8326,76.4174,67.7340,18.3437
332,76.8413,67.2775,77.0179,67.3700,76.8853,67.4817,30.0519
333,77.1071,67.3384,76.9493,67.5331,76.9908,67.5429,2.8351
