Frame,GT_X(m),GT_Y(m),Meas_X(m),Meas_Y(m),Filt_X(m),Filt_Y(m),NIS
235,74.1231,90.1785,73.8849,90.0084,73.9225,90.0109,0.7652
236,73.9560,89.8900,74.2947,90.3231,74.0376,89.9702,8.8015
237,73.7922,89.5997,73.8331,89.6009,73.8349,89.6374,0.2499
238,73.6316,89.3076,73.5531,89.1331,73.5738,89.2400,4.6093
239,73.4743,89.0138,73.4172,89.0102,73.4124,88.9727,0.9359
240,73.3202,88.7182,73.2848,88.8729,73.2614,88.7646,2.7385
241,73.1694,88.4209,73.2967,88.4170,73.1853,88.4364,5.9836
242,73.0220,88.1220,73.0565,88.0203,73.0441,88.0713,2.4216
243,72.8778,87.8214,72.8789,88.1691,72.8739,87.9361,4.5667
244,72.7371,87.5193,73.1840,87.2291,72.9631,87.4247,6.3394
245,72.5996,87.2156,72.7399,87.5023,72.7573,87.2796,1.5914
246,72.4656,86.9104,72.4203,86.5061,72.5371,86.7682,3.8614
247,72.3350,86.6037,72.1201,86.8061,72.2259,86.6015,4.2027
248,72.2077,86.2956,72.3633,86.3157,72.2154,86.2801,2.0932
249,72.0840,85.9861,72.2605,86.3430,72.1812,86.1352,3.1623
250,71.9636,85.6753,71.9047,86.0878,71.9720,85.9458,1.2831
251,71.8467,85.3631,71.7821,85.3475,71.8261,85.5111,2.3376
252,71.7333,85.0496,71.6630,84.9932,71.7143,85.1151,3.3808
253,71.6234,84.7350,71.5609,84.7818,71.6315,84.8110,7.7399
254,71.5170,84.4191,71.6010,84.2377,71.5460,84.3596,0.8426
255,71.4141,84.1020,71.6733,83.8468,71.5744,83.9428,3.0822
256,71.3147,83.7838,71.3780,84.0922,71.4296,83.8326,3.5683
257,71.2189,83.4646,71.2252,83.6841,71.2732,83.5851,3.8617
258,71.1266,83.1443,71.3012,83.1318,71.2294,83.1897,2.8853
259,71.0379,82.8230,71.1447,82.3004,71.1354,82.5925,2.6363
260,70.9528,82.5007,70.9200,82.6035,71.0136,82.4252,5.2483
261,70.8713,82.1775,70.5655,82.3859,70.7141,82.2205,2.5900
262,70.7933,81.8534,70.8872,82.2616,70.7554,82.0485,4.1520
263,70.7190,81.5285,70.7454,81.7819,70.6983,81.7391,0.2494
264,70.6482,81.2027,70.4463,81.3243,70.5123,81.3639,0.6733
265,70.5811,80.8762,70.5249,80.7693,70.5410,80.9318,13.9054
266,70.5177,80.5490,70.8719,80.3513,70.6669,80.4622,3.1014
267,70.4578,80.2211,70.4554,80.1317,70.5009,80.1099,0.7083
268,70.4016,79.8925,70.3175,79.7132,70.3985,79.7475,2.5824
269,70.3491,79.5633,70.1601,79.0014,70.2405,79.2093,1.5024
270,70.3002,79.2336,70.5383,78.9010,70.3589,78.8548,2.9805
271,70.2550,78.9033,70.1132,78.8678,70.2114,78.6658,2.8133
272,70.2135,78.5726,70.2225,78.5233,70.1827,78.3988,0.5599
273,70.1756,78.2414,70.0950,78.2888,70.1308,78.1605,1.6279
274,70.1415,77.9099,70.1955,77.5470,70.1850,77.6990,3.7041
275,70.1110,77.5779,70.0652,77.1878,70.1928,77.3034,12.0042
276,70.0842,77.2457,70.0365,77.3667,70.1307,77.1528,5.2900
277,70.0611,76.9131,69.9307,77.0311,69.9591,76.8831,3.8739
278,70.0417,76.5804,70.0579,76.7019,70.0031,76.6064,1.5078
279,70.0259,76.2474,70.2150,76.4370,70.1458,76.3469,5.9631
280,70.0139,75.9143,69.7825,76.2979,69.9508,76.1420,2.7334
281,70.0056,75.5811,70.0614,75.7617,70.0509,75.7991,3.9476
282,70.0010,75.2478,69.9639,75.1832,69.9924,75.3239,0.9241
283,70.0001,74.9144,70.1684,75.1002,70.0931,75.0278,3.0027
284,70.0029,74.5811,70.1300,74.4556,70.1570,74.5871,2.8182
285,70.0094,74.2479,69.9242,74.3599,69.9951,74.2744,2.4505
286,70.0196,73.9147,70.0401,74.2086,69.9927,74.0449,2.7282
287,70.0335,73.5816,70.1246,74.1228,70.0902,73.9039,5.5120
